"","rapes","rapesPerPop","arsons","arsonsPerPop","ViolentCrimesPerPop","nonViolPerPop"
"1125",NA,NA,"4","30.51",NA,"3843.81"
"1126","1","8.59","2","17.18","68.71","3366.83"
"1127","6","42.31","4","28.2","366.66","5020.45"
"1128","10","12.7","13","16.52","412.91","4981.58"
"1129","449","124.81","581","161.5","1562.48","7194.74"
"1130","1","4.43","0","0","159.32","1106.39"
"1131","14","54.56","4","15.59","911.96","4450.68"
"1132",NA,NA,"9","41.76",NA,"4356.7"
"1133","25","92.24","1","3.69","1660.33","7681.81"
"1134","0","0","3","24.25","137.42","2214.86"
"1135","435","60.63","459","63.98","1014.86","5790.44"
"1136","1","9.16","1","9.16","375.6","1722.24"
"1137","4","28.86","11","79.35","764.68","2395.04"
"1138","2","15.42","0","0","146.46","2489.79"
"1139","0","0","0","0","141.03","1039.19"
"1140","102","91.52","45","40.38","820.1","9176.31"
"1141","0","0","0","0","55.83","1507.54"
"1142",NA,NA,"16","57.52",NA,"8480.43"
"1143","18","102.54","42","239.26","2193.23","13301.81"
"1144","1","6.29","4","25.15","339.49","2382.75"
"1145","19","54.43","5","14.32","1231.81","5445.74"
"1146","2","14.95","1","7.48","44.86","2011.21"
"1147","62","120.79","20","38.96","845.51","10025.33"
"1148","19","89.15","8","37.54","243.98","3373.53"
"1149","3","18.19","0","0","794.37","5615.18"
"1150","10","44.65","32","142.89","415.27","7153.38"
"1151","9","45.08","8","40.07","140.25","6767.18"
"1152","2","14.64","4","29.29","541.85","5791.9"
"1153","2","17.55","12","105.27","131.59","2851.13"
"1154","1","2.98","2","5.96","369.33","2689.58"
"1155","38","59.6","49","76.85","1202.99","9584.68"
"1156","136","68.64","128","64.6","643.52","5655.94"
"1157","46","83.7","35","63.69","902.54","7276.73"
"1158","54","61.44",NA,NA,"1315.31",NA
"1159","16","20.34","19","24.16","205.97","3743.02"
"1160","10","28.85","5","14.43","513.6","3990.54"
"1161","22","44.86","16","32.63","383.35","3574.56"
"1162","10","32.17","5","16.09","74","2429.14"
"1163","209","116.34","73","40.63","2304.49","9956.08"
"1164","10","18.16","24","43.59","908.08","6418.34"
"1165","0","0","1","3.23","32.29","1443.33"
"1166","6","43.85","7","51.16","716.27","5562.05"
"1167","3","14.32","0","0","124.14","1675.9"
"1168","9","66.74","0","0","400.42","5613.23"
"1169","0","0","1","9.44","18.87","1283.26"
"1170",NA,NA,"3","6.4",NA,"2647.41"
"1171","22","32","15","21.82","622.5","4126.25"
"1172",NA,NA,"3","5.12",NA,"4708.85"
"1173","40","62.35",NA,NA,"1033.4",NA
"1174",NA,NA,"14","19.54",NA,"4765.56"
"1175","0","0","11","94.51","137.47","3909.27"
"1176","26","53.95","7","14.53","734.56","6596.53"
"1177","3","18.88","3","18.88","44.06","1982.88"
"1178","353","93.62","401","106.36","2601.6","9420.56"
"1179","0","0","1","3.19","79.76","1885.47"
"1180","7","17.57","4","10.04","401.67","3549.73"
"1181","18","56.2","11","34.34","224.8","4842.49"
"1182",NA,NA,"4","10.91",NA,"2695.18"
"1183","0","0","6","23.93","386.92","6382.13"
"1184","1","6.19","0","0","37.13","2054.58"
"1185","1","6.94","1","6.94","69.41","2151.58"
"1186",NA,NA,"7","14",NA,"2684.16"
"1187","90","137.13","29","44.19","2082.86","9425.42"
"1188","2","11.62","0","0","203.29","1469.48"
"1189","9","24.32","0","0","178.31","3787.76"
"1190","9","61.59","4","27.37","1266.08","2607.45"
"1191","24","37.51","13","20.32","426.71","5608.18"
"1192","4","15.77","3","11.82","106.42","3121.55"
"1193","36","84.81","40","94.24","690.29","8622.72"
"1194","33","31.79","85","81.87","639.59","5478.87"
"1195","4","6.9","12","20.7","144.9","3508.59"
"1196",NA,NA,"2","19.42",NA,"2495.15"
"1197","1","6.55","0","0","13.1","2363.96"
"1198","81","124.24","49","75.16","1432.56","6883.65"
"1199","0","0","1","9.18","358","2717.09"
"1200","10","42.5","1","4.25","395.27","2375.89"
"1201","4","34.89","1","8.72","985.78","7781.56"
"1202","8","26.75","9","30.1","598.56","4270.19"
"1203","14","26.67","3","5.72","493.46","8139.16"
"1204","17","146.88","4","34.56","1045.45","10860.55"
"1205","16","91.56","6","34.34","412.04","5133.34"
"1206","3","22.49","2","15","307.42","4978.63"
"1207","0","0","1","6.92","96.85","3147.7"
"1208","5","17.02","19","64.68","268.94","3295.32"
"1209","0","0","0","0","147.83","3030.55"
"1210","9","41.09","13","59.36","803.58","7108.94"
"1211","39","20.31","113","58.85","974.37","7215.88"
"1212","4","36.6","2","18.3","603.84","7721.87"
"1213","59","56.39","45","43.01","1183.14","6316.12"
"1214","257","98.76","184","70.71","3928.03","10942.54"
"1215","88","120.18","97","132.47","2941.62","7166.95"
"1216","42","60.61","42","60.61","577.28","7709.63"
"1217","26","62.88","8","19.35","1332.66","6682.63"
"1218","46","66.93","18","26.19","566.03","6086.67"
"1219","64","53.23","57","47.41","390.93","6890.36"
"1220","114","76.1","384","256.33","916.52","9460.97"
"1221","71","112.73","25","39.69","1020.91","11250.65"
"1222","0","0","3","22.94","183.56","2699.81"
"1223","1","8.82","0","0","8.82","3167.46"
"1224","10","34.72","10","34.72","395.81","3517.12"
"1225","7","15","16","34.3","319.39","4392.09"
"1226","5","22.91","12","54.99","132.89","3986.8"
"1227",NA,NA,"2","9.76",NA,"3377.26"
"1228","15","31.62","14","29.51","672.46","5046.59"
"1229","4","27.99","4","27.99","538.88","4674.92"
"1230","1","7.6","0","0","212.78","2173.42"
"1231","28","67.39","44","105.89","536.69","9352.36"
"1232","5","26.4","5","26.4","337.96","4198.13"
"1233","11","28.65","8","20.84","885.56","2878.05"
"1234","10","26.38","11","29.02","137.16","2640.39"
"1235",NA,NA,"3","28.57",NA,"5913.72"
"1236","3","6.48","3","6.48","188.02","1346.39"
"1237","11","19.23","15","26.22","241.21","5743.65"
"1238","0","0","1","6.45","51.57","1366.51"
"1239","2","3.99","18","35.9","199.45","4374.02"
"1240","0","0","1","3.29","207.47","2133.97"
"1241",NA,NA,"26","33.74",NA,"2489.91"
"1242","3","18.83","7","43.95","420.62","4564"
"1243",NA,NA,"4","18.75",NA,"3173.04"
"1244","3","23.67","1","7.89","55.23","2351.27"
"1245","10","45.04","11","49.54","1531.26","4107.37"
"1246","1","6.91","1","6.91","62.17","4759.27"
"1247","7","30.23","6","25.91","1593.54","2725"
"1248",NA,NA,"2","14.41",NA,"2724.32"
"1249","1","5.9","0","0","601.38","4020.99"
"1250","11","31.31","18","51.23","216.31","5063.33"
"1251","1","6.17","0","0","61.69","888.29"
"1252","9","19.32","11","23.62","650.56","3139.02"
"1253","8","40.01","3","15","525.08","6706.01"
"1254","1","9.59","1","9.59","182.15","4908.45"
"1255","0","0","0","0","84.96","2473.33"
"1256","4","12.83","16","51.31","125.06","2379.35"
"1257",NA,NA,"38","98.79",NA,"8227.83"
"1258",NA,NA,"17","21.39",NA,"4279.66"
"1259","1","2.57","9","23.13","25.7","1765.89"
"1260","11","61.35","8","44.62","730.58","9118.29"
"1261","5","22.9","5","22.9","114.49","3201.14"
"1262","0","0","1","8.76","61.33","3451.9"
"1263","0","0","0","0","33.38","1962.62"
"1264","6","31.47","3","15.73","178.33","3498.37"
"1265","10","14.43","8","11.54","249.58","3348.43"
"1266","1","2.71","4","10.84","43.35","1514.7"
"1267","9","17.9","4","7.95","294.3","4128.14"
"1268","49","25.75","46","24.17","611.05","5857.78"
"1269",NA,NA,"4","17.88",NA,"3249.6"
"1270","10","30.86","12","37.03","438.23","6156.84"
"1271",NA,NA,"9","17.56",NA,"3092.32"
"1272","2","4.02","20","40.24","150.88","2939.22"
"1273","1","6.31",NA,NA,"669.02",NA
"1274","10","73.87",NA,NA,"1987.15",NA
"1275","19","105.54","0","0","966.56","6504.83"
"1276","0","0","0","0","134.26","3269.63"
"1277",NA,NA,"12","27.5",NA,"2955.73"
"1278","9","11.72","16","20.84","166.71","3413.65"
"1279","18","75.75","10","42.08","938.43","7259.18"
"1280","8","18.87","7","16.51","974.36","13650.41"
"1281","12","30.94","21","54.14","618.78","4473.26"
"1282","1","3.29","10","32.95","204.28","2263.52"
"1283","90","106.61","136","161.11","643.24","5166.08"
"1284","24","90.21","7","26.31","360.85","4784.99"
"1285","6","42.76","3","21.38","669.95","4632.6"
"1286",NA,NA,"12","13.6",NA,"3384.14"
"1287","8","15.07","1","1.88","177.06","3987.64"
"1288","8","27.64","4","13.82","190.01","1931.18"
"1289","14","36.68","9","23.58","822.57","3492"
"1290","11","27.15","48","118.49","589.98","4825.97"
"1291","16","35.02","4","8.75","188.22","3403.37"
"1292",NA,NA,"20","59.28",NA,"2726.98"
"1293","1","5.05","2","10.11","151.58","3910.87"
"1294",NA,NA,"3","23.72",NA,"4523.53"
"1295","0","0","4","23.32","145.76","5054.8"
"1296","73","97.8","22","29.47","833.29","7431.27"
"1297","204","83.66","135","55.36","1135.5","8027.25"
"1298","297","109.7","215","79.42","2466.68","9349.97"
"1299","3","24.47","3","24.47","750.53","8117.15"
"1300","22","52.11","6","14.21","184.77","3181.33"
"1301","72","54.11","192","144.3","1908.96","8455.77"
"1302","1","7.82","0","0","54.75","5552.95"
"1303",NA,NA,"2","11.24",NA,"2872.72"
"1304",NA,NA,"3","25.66",NA,"6003.59"
"1305","5","23.05","7","32.27","364.21","5297.13"
"1306","3","22.93",NA,NA,"122.28",NA
"1307","1","7.93",NA,NA,"15.86",NA
"1308","3","8.69","0","0","147.79","4129.36"
"1309",NA,NA,"3","16.62",NA,"3927.98"
"1310",NA,NA,"0","0",NA,"9384.65"
"1311","11","34.36","0","0","1680.3","12452.37"
"1312","1","5.99","1","5.99","83.81","2675.85"
"1313","22","64.33","7","20.47","663.76","7228.28"
"1314","53","61.77","33","38.46","536.08","5063.63"
"1315","1","6.07","0","0","103.24","2641.81"
"1316","44","51.13","18","20.92","779.72","5227.99"
"1317",NA,NA,"12","38.75",NA,"10074.27"
"1318","24","43.82","17","31.04","385.23","3850.44"
"1319","8","47.01","0","0","82.26","5153.06"
"1320","3","10.29","8","27.43","236.6","1543.05"
"1321","6","50","2","16.67","716.61","5232.9"
"1322","18","40.58","16","36.07","845.39","9292.57"
"1323","2","6.01",NA,NA,"204.32",NA
"1324","0","0",NA,NA,"17.24",NA
"1325","5","12.6","1","2.52","297.32","3897.9"
"1326","18","44.54","16","39.59","143.51","4097.49"
"1327","0","0","0","0","50.49","1609.44"
"1328","8","14.19","4","7.1","475.46","3738"
"1329","1","5.6","11","61.62","39.21","1243.63"
"1330","8","28.99","3","10.87","1138.05","9843.79"
"1331","11","25.79","10","23.45","1313.17","3831.63"
"1332","8","24.8","5","15.5","796.75","6308.9"
"1333","2","8.71","0","0","95.76","1915.21"
"1334",NA,NA,"4","31.57",NA,"4356.06"
"1335","2","15.08","15","113.13","211.18","7240.37"
"1336","4","14.02","5","17.53","234.84","2316.86"
"1337","3","5.38","9","16.14","270.88","4952.91"
"1338","13","50.55","4","15.55","497.69","4514.17"
"1339","0","0","15","100.2","387.44","8076.15"
"1340","13","85.4","2","13.14","1517.44","9794.39"
"1341","3","21.7","10","72.32","130.17","3087.94"
"1342","3","20.03","0","0","1108.14","7162.88"
"1343","9","26.64","78","230.84","790.2","5445.56"
"1344","3","27.7","9","83.09","840.18","4256.3"
"1345","6","12.45","7","14.53","373.65","4739.07"
"1346",NA,NA,"25","61.18",NA,"10715.77"
"1347","11","44.71","14","56.9","325.15","5742.97"
"1348","4","12.41","0","0","425.03","3378.53"
"1349",NA,NA,"1","4.61",NA,"1354.21"
"1350","28","49.54","5","8.85","265.42","4055.56"
"1351","8","33.88","0","0","173.62","2151.18"
"1352","4","13.67","0","0","1196.34","2631.94"
"1353","130","70.28","143","77.3","555.18","7553.59"
"1354",NA,NA,"3","22.38",NA,"2872.06"
"1355","5","14.58","13","37.91","358.64","5181.36"
"1356","1","8.84","1","8.84","106.04","3614.35"
"1357","15","43.97","8","23.45","275.53","8969.4"
"1358","17","56.75","12","40.06","824.52","5738.22"
"1359","8","23.68","1","2.96","239.72","2903.31"
"1360","8","48.24","1","6.03","319.6","4287.52"
"1361","13","19.67","6","9.08","175.54","2916.07"
"1362",NA,NA,"16","61.8",NA,"5090.38"
"1363","82","96.97","76","89.88","1224","7475.25"
"1364","6","53.82","1","8.97","125.57","3264.87"
"1365","0","0","1","8.66","138.54","1359.43"
"1366","42","57.26","2","2.73","1203.87","7311.82"
"1367","20","22.79","18","20.51","208.56","6441.54"
"1368","1","7.14","0","0","950.27","8202.34"
"1369","0","0","0","0","66.3","1443.94"
"1370","2","11.09","9","49.91","754.26","4630.91"
"1371","6","27.98",NA,NA,"1002.66",NA
"1372","11","35.12","7","22.35","268.19","3457.74"
"1373","3","9.44","9","28.31","534.69","5777.82"
"1374","7","25.39","0","0","304.71","5833.06"
"1375","12","41.53","7","24.23","114.21","3637.43"
"1376","3","18.04","0","0","120.26","1906.19"
"1377","18","47.64","24","63.52","690.81","7453.28"
"1378","2","15.7",NA,NA,"125.63",NA
"1379","114","57.61","145","73.28",NA,"5694"
"1380","23","40.13","20","34.89","197.14","6512.56"
"1381","1","5.44","1","5.44","212.07","2974.44"
"1382","44","67.28","8","12.23","697.28","7370.37"
"1383","5","29.86","1","5.97","513.59","3147.21"
"1384","15","78.79","4","21.01","546.28","4107.57"
"1385","3","9.47","2","6.31","123.07","1707.22"
"1386","10","25.19","13","32.74","619.57","2284.35"
"1387",NA,NA,"0","0",NA,"2917"
"1388","11","79.31","1","7.21","216.29","2718.1"
"1389","6","45.64","2","15.21","167.34","3772.72"
"1390","61","113.04","33","61.15","563.33","5957.57"
"1391","4","11.5","9","25.88","485.98","4077.64"
"1392","9","69.03","1","7.67","1165.91","6696.33"
"1393","79","85.7","278","301.59","2299.87","6833.44"
"1394","22","40.7","12","22.2","199.81","4754.77"
"1395","5","22.61","1","4.52","108.52","1777.07"
"1396","1","5.97","8","47.78","286.67","4646.44"
"1397","0","0",NA,NA,"0",NA
"1398","0","0","2","12.56","238.59","2059.4"
"1399","13","41.36","9","28.63","362.65","2742.17"
"1400","7","37.68","5","26.92","602.9","5151.53"
"1401","14","67.7","9","43.52","483.61","3032.21"
"1402","3","22.13","4","29.51","177.04","4086.75"
"1403","518","144.81",NA,NA,"1811.81",NA
"1404",NA,NA,"6","17.97",NA,"4927.66"
"1405","0","0","0","0","35.26","2397.74"
"1406","14","38.73",NA,NA,"370.67",NA
"1407","12","69.93","12","69.93","1730.67","5524.15"
"1408","18","50.77","14","39.49","857.47","5835.9"
"1409","5","44.74","0","0","1082.77","5100.67"
"1410","26","66.83",NA,NA,"179.92",NA
"1411","13","31.16","18","43.14","467.36","4510.59"
"1412","12","22.33","17","31.63","2037.32","5511.01"
"1413","3","7.48","6","14.96","79.79","2580.79"
"1414","29","50.52",NA,NA,"1956.24",NA
"1415","4","16.65","7","29.14","237.29","3488.61"
"1416","34","167.69","9","44.39","1252.77","10954.38"
"1417","49","47.14","57","54.84","1189.11","3553.87"
"1418","6","16.73","3","8.36","867.12","2238.89"
"1419","17","88.84","15","78.39","2241.85","8005.85"
"1420","2","18.32","1","9.16","219.84","1190.8"
"1421","66","44.91","66","44.91","1019.98","5153.64"
"1422","11","81.43","5","37.01","1317.64","10171"
"1423","16","57.04","14","49.91","438.5","5340.46"
"1424","8","17.79","11","24.47","698.38","4450.52"
"1425","16","38.9","25","60.78","636.96","5810.42"
"1426","1","7.16","0","0","150.31","2898.86"
"1427","33","52","69","108.73","2124.14",NA
"1428","17","68.68","8","32.32","484.83","5244.23"
"1429","9","22.1","17","41.75","260.35","4315.36"
"1430","396","34.2","245","21.16","1162.84","6219.62"
"1431","3","23.95","0","0","39.92","1892.37"
"1432","3","23.83","1","7.94","150.9","2422.37"
"1433","5","19.54","5","19.54","418.07","3450.03"
"1434","553","55.31","958","95.81","672.57","9191.32"
"1435",NA,NA,"1676","60.95",NA,"7604.09"
"1436",NA,NA,"2","15.47",NA,"5901.92"
"1437","1","6.88","2","13.77","117.03","1239.16"
"1438","102","86.77","58","49.34","537.64","6058.7"
"1439","4","9.26","35","80.98","333.19","3158.41"
"1440","2","5.39","0","0","177.84","3823.66"
"1441",NA,NA,"2","18.63",NA,"2506.06"
"1442","7","46.48","1","6.64","338.62","4727.44"
"1443","25","76.03","4","12.17","2572.91","6982.76"
"1444","28","84.67","20","60.48","1448.4","8360.8"
"1445","19","26.01","14","19.17","570.95","5554.79"
"1446",NA,NA,"1","8.69",NA,"2712.57"
"1447","1","8.14","0","0","415.11","3418.53"
"1448","8","71.96",NA,NA,"161.9",NA
"1449","1","3.94","6","23.63","712.74","9557"
"1450","174","85.66","170","83.69","1617.17","9371.69"
"1451","8","15.59","9","17.53","409.11","5287.25"
"1452",NA,NA,"9","30.58",NA,"3177.25"
"1453",NA,NA,"48","56.01",NA,"4550.97"
"1454","6","27.52","2","9.17","210.97","3425.98"
"1455","3","21.82","4","29.1","349.17","3673.53"
"1456",NA,NA,"5","24",NA,"3048.63"
"1457","2","10.77","4","21.54","113.07","4485.25"
"1458","8","35.45","2","8.86","793.23","3137.46"
"1459","2","16.7","1","8.35","66.79","1928.7"
"1460","10","82.51","3","24.75","1889.44","11105.61"
"1461","0","0","1","3.7","85.15","3457.98"
"1462","0","0","5","40.4","56.56","2108.75"
"1463","9","42.31","0","0","103.43","2712.74"
"1464","0","0","6","43.65","298.25","2880.63"
"1465","79","49.5","116","72.68","852.74","6184.09"
"1466","6","13.98","16","37.29","349.61","3920.29"
"1467","24","51.51","53","113.75","847.77","7632.05"
"1468","17","30.18","5","8.88","1075.77","5547.47"
"1469","0","0","4","35.43","79.71","4941.99"
"1470","44","39.13","30","26.68","534.46","6542.41"
"1471","99","79.71","227","182.78","2288.32","12328.9"
"1472","0","0","0","0","316.14","2746.83"
"1473","9","68.4","1","7.6","782.85","4263.89"
"1474","166","67.31","119","48.25","1807.31","6499.74"
"1475","1","3.85","9","34.61","30.76","2195.73"
"1476",NA,NA,"0","0",NA,"3254.28"
"1477","4","30.39","0","0","159.55","1671.48"
"1478","1","8.96","3","26.88","268.82","4068.1"
"1479","11","87.3","8","63.49","1007.94","5920.63"
"1480","0","0",NA,NA,"44.32",NA
"1481","2","19.28","0","0","578.26","7305.32"
"1482","8","23.27","4","11.64","267.64","4933.82"
"1483",NA,NA,"17","89.3",NA,"6345.87"
"1484","39","37.67","12","11.59","566.06","7883.27"
"1485","3","28.97","0","0","86.9","2056.58"
"1486","1","4.39","3","13.18","48.33","1818.82"
"1487","0","0","0","0","204.98","3093.72"
"1488","9","36.01","2","8","504.2","4957.98"
"1489","1","8.11",NA,NA,"1581.25",NA
"1490","0","0","2","9.44","80.26","2105.66"
"1491","7","26.57","3","11.39","170.78","2724.96"
"1492","23","71.1","36","111.28","234.92","8645.79"
"1493","6","11.93","5","9.94","79.56","2838.22"
"1494","28","105.01","17","63.75","952.56","5306.58"
"1495","191","102.65","160","85.99","1849.26","9547.28"
"1496","0","0","0","0","59.7","820.9"
"1497","29","57.04","10","19.67","572.35","5265.23"
"1498","32","60.59","14","26.51","1168.18","6013.22"
"1499","1","4.82","1","4.82","173.64","2295.86"
"1500","15","42.23","9","25.34","104.17","4099.33"
"1501","3","21.49","5","35.81","1289.31","6955.09"
"1502","5","13.36",NA,NA,"147",NA
"1503","5","40.8","3","24.48","220.3","4658.94"
"1504",NA,NA,"6","32.14",NA,"5200.58"
"1505","18","53.67","39","116.29","787.17","7391.62"
"1506","0","0","13","14.07","143.94","3498.99"
"1507","7","55.98","2","15.99","463.85","4526.55"
"1508","3","11.87","18","71.23","407.57","13627.73"
"1509","0","0","0","0","248.57","1464.56"
"1510","35","77.67","12","26.63","372.83","3295.53"
"1511","0","0","3","14.22","28.45","2204.52"
"1512","1","9.96","1","9.96","89.62","3355.91"
"1513",NA,NA,"1","6.55",NA,"1656.52"
"1514","15","54.55","17","61.82","385.5","3302.18"
"1515","9","27.19","8","24.17","241.68","2640.32"
"1516","6","31.57","7","36.83","352.5","3367.18"
"1517","14","24.24","25","43.28","361.82","4598.1"
"1518","53","45.62","55","47.34","1118.18","6251.13"
"1519","9","26.42",NA,NA,"129.17",NA
"1520","4","18.97","5","23.71","251.32","4846.13"
"1521",NA,NA,"5","16.31",NA,"2719.98"
"1522","0","0","2","16.66","149.98","2199.63"
"1523","10","62.93","4","25.17","295.76","2869.55"
"1524","3","21.54","0","0","272.83","1744.69"
"1525","3","10.25","4","13.67","167.41","1674.13"
"1526","11","37.43","9","30.63","1102.6","6333.16"
"1527","5","39.53","9","71.15","1083.09","10253.78"
"1528","10","38.73","5","19.36","863.57","5305.35"
"1529","32","72.32","31","70.06","596.65","9605.17"
"1530","4","23.29","1","5.82","139.76","1176.33"
"1531","8","46.04","6","34.53","828.73","6192.45"
"1532","10","18.15","0","0","455.62","3165.73"
"1533","3","7.78","3","7.78","59.64","2831.8"
"1534","17","43.64","2","5.13","939.47","4833.41"
"1535","18","70.76","6","23.59","1419.14","11671.52"
"1536","27","81.13","23","69.11","1577.48","12154.08"
"1537","200","170.67","59","50.35","1250.99","9531.77"
"1538","7","49.68","0","0","127.76","3080.42"
"1539","12","23.76","17","33.66","384.07","4329.75"
"1540","0","0","1","9.13","246.55","2100.26"
"1541","4","30.04","1","7.51","232.79","3101.3"
"1542","2","15.55",NA,NA,"77.77",NA
"1543","15","80.45","5","26.82","1163.91","6141.39"
"1544","4","19.77","4","19.77","682.12","2590.08"
"1545","3","25.8","9","77.4","395.6","5288.96"
"1546","8","60.41","8","60.41","1230.84","7332.18"
"1547",NA,NA,"14","56.64",NA,"4721.26"
"1548","4","23.65","6","35.48","76.88","1738.62"
"1549","424","68.12","512","82.25","966.16","7218.05"
"1550","18","48.7","9","24.35","1201.23","10253.77"
"1551","0","0","1","8.96","134.43","3826.85"
"1552","2","16.72","2","16.72","292.57","4848.28"
"1553","5","14.95","5","14.95","340.76","5153.19"
"1554","8","16.48","3","6.18","348.12","3804.64"
"1555",NA,NA,"1","6.36",NA,"5546.37"
"1556","1","4.47","1","4.47","22.33","1246.15"
"1557","1","5.08","0","0","244.05","4021.76"
"1558","8","31.89","2","7.97","171.38","3021.12"
"1559",NA,NA,"4","5.23",NA,"4248.06"
"1560","1","3.87","0","0","85.1","3009.44"
"1561",NA,NA,"4","27.9",NA,"2657.46"
"1562","6","48.53","5","40.44","121.32","4019.73"
"1563","39","21.14","50","27.1","483.47","3470.5"
"1564","2","3.23","21","33.95","161.68","2942.65"
"1565",NA,NA,"6","25.01",NA,"4205.39"
"1566","0","0","2","18.83","310.65","2776.99"
"1567","2","7.44","3","11.16","141.42","2508.28"
"1568","109","128.42","17","20.03","2065.29","7289.2"
"1569","18","45.19","82","205.85","1265.25","9165.54"
"1570",NA,NA,"4","11.85",NA,"4701.11"
"1571","15","33.78","13","29.28","617.09","6722.67"
"1572","1","3.49","6","20.92","90.66","2873.38"
"1573",NA,NA,"1","8.97",NA,"4414.54"
"1574","2","19.06","0","0","76.24","2639.86"
"1575","11","88.1",NA,NA,"1938.17",NA
"1576","3","20.55","1","6.85","219.16","1657.42"
"1577","17","59.26","5","17.43","1307.21","10938.75"
"1578","6","42.68","4","28.45","113.81","3151.23"
"1579","7","56.18","6","48.15","698.18","2760.61"
"1580","0","0","1","7.31","116.97","3136.19"
"1581","14","49.5","15","53.03","597.51","7265.59"
"1582","324","58.48","200","36.1","3048.38","9252.35"
"1583","21","28.62","81","110.38","720.85","4624.86"
"1584","7","13.25","0","0","83.27","4210.9"
"1585","10","83.96","15","125.93","444.97","7085.89"
"1586","6","32.97","6","32.97","186.81","5961.54"
"1587","5","37.56","7","52.59","1502.52","4492.52"
"1588","5","9.78","7","13.7","90.01","3254.08"
"1589","1","3.86","4","15.45","390.07","3873.63"
"1590","6","58.57","3","29.29","458.81","6696.6"
"1591","3","14.52","1","4.84","96.77","1437"
"1592","22","24.92","14","15.86","440.66","3533.2"
"1593",NA,NA,"4","39.69",NA,"1905.14"
"1594","36","131.27","27","98.45","3540.57","12185.96"
"1595","13","33.81","3","7.8","408.34","4390.35"
"1596","6","30.46","0","0","568.5","2796.81"
"1597","0","0","0","0","78.88","1507.45"
"1598","2","6.33","0","0","740.32","4533.66"
"1599","12","102.94","1","8.58","669.13","4520.89"
"1600","14","28.86","19","39.16","138.1","6113.32"
"1601","1","5.41","0","0","27.07","3789.93"
"1602","7","48.02","0","0","1029.02","6613.16"
"1603","33","50.66","59","90.58","2956.98","4214.39"
"1604","35","34.88","64","63.79","1625.6","11484.87"
"1605","6","51.04","3","25.52","1514.12","7655.67"
"1606","492","121.68","248","61.33","4026.59","13325.77"
"1607",NA,NA,"12","28.34",NA,"5662.74"
"1608","5","9.46","9","17.02","242.12","3514.55"
"1609","3","23.53","8","62.76","439.32","4950.18"
"1610","59","62.01","89","93.55","1432.64",NA
"1611","1","9.02","0","0","243.53","3616.85"
"1612","66","48.71","64","47.23","1160.86","6844.87"
"1613","27","21.88","46","37.27","223.64","5202.98"
"1614","2","7.52","7","26.34","285.93","2840.48"
"1615","31","155.61","1","5.02","476.86","3915.27"
"1616","12","23.04","0","0","887.01","3202.46"
"1617","70","69.06","39","38.48","1155.27","6390.96"
"1618","9","51.44","6","34.29","800.14","7898.5"
"1619","13","38.41","18","53.18","499.32","4597.29"
"1620","0","0","6","23.71","383.23","5637.86"
"1621","5","13.5","16","43.19","89.07","879.92"
"1622","1","8.31","1","8.31","83.09","2908.18"
"1623",NA,NA,"32","26.63",NA,"3595.71"
"1624",NA,NA,"5","16.49",NA,"3432.7"
"1625","0","0","0","0","107.37","1250.55"
"1626","67","57.04","60","51.08","332.86","8062.76"
"1627","5","20.24","2","8.1","113.34","2388.28"
"1628","204","91.54","190","85.25",NA,"6405.25"
"1629","6","9.59","5","7.99","487.27","2789.45"
"1630","19","24.08","0","0","1764.17","7210.03"
"1631","0","0","0","0","39.54","1333.11"
"1632","15","15.47","21","21.65","408.3","3967.5"
"1633","28","41.79","22","32.83","1707.41","5258.05"
"1634","1","6.66","0","0","106.6","2072.09"
"1635","2","7.79","6","23.38","487.18","8375.56"
"1636",NA,NA,"7","21.11",NA,"2907.82"
"1637",NA,NA,"11","34.34",NA,"6318.29"
"1638","15","84.15","0","0","297.32","3309.77"
"1639","3","24.59","3","24.59","131.14","1786.74"
"1640","4","28.68",NA,NA,"759.91",NA
"1641","0","0","2","6.66","13.32","1248.38"
"1642","23","63.31","7","19.27","231.23","2738.93"
"1643","12","22.52","27","50.67","540.49","5887.21"
"1644","18","28.63","10","15.9","1348.6","2899.17"
"1645","2","11.49","0","0","86.15","2940.5"
"1646","3","15.02","0","0","70.12","1843.04"
"1647","5","23","2","9.2","280.63","6817.87"
"1648","15","55.29","6","22.11","449.67","4743.65"
"1649","9","53.53","0","0","386.63","4490.84"
"1650","29","43.04","4","5.94","978.02","3076.53"
"1651","2","15.86","8","63.43","63.43","1791.94"
"1652","7","44.69","6","38.31","434.14","6748.39"
"1653","13","40.18","25","77.27","689.27","4280.9"
"1654","41","58.15","56","79.42","694.91","4887.04"
"1655","5","31.92","1","6.38","210.67","3255.87"
"1656","39","40.39","59","61.11","798.57","8426.98"
"1657","5","40.49","0","0","736.96","4186.91"
"1658","30","25.56","42","35.78","473.71","4686.81"
"1659","30","124.94","20","83.3","662.2","7933.86"
"1660","3","18.31","7","42.72","463.84","5932.26"
"1661","2","17.5","2","17.5","507.39","3927.92"
"1662","17","45.33","9","24","391.99","5037.2"
"1663","8","39.16","0","0","582.45","5599.33"
"1664","8","77.15","3","28.93","298.97","5111.39"
"1665","2","18.82","0","0","517.6","5458.31"
"1666","12","40.05","14","46.73","874.44","6244.58"
"1667","7","50.74","5","36.25","1790.5","10344.33"
"1668","5","37.02","3","22.21","651.61","2302.85"
